transaction_id,date,customer_id,customer_segment,customer_since,product_category,product_name,quantity,unit_price,discount_rate,discount_amount,revenue,region,city,sales_channel,salesperson,month,quarter,year,day_of_week,is_weekend,customer_tenure_days
TXN_00001559,2024-07-05 00:03:20.865983,CUST_000718,Standard,2023-04-25 00:03:20.865983,Books,Non-Fiction,2,24.58,0.0,0.0,56.48,North America,Chicago,Online,Chris Rodriguez,7,3,2024,Friday,False,437
TXN_00000463,2024-07-05 00:03:20.865983,CUST_000660,Standard,2024-06-23 00:03:20.865983,Books,Self-Help,3,76.73,0.1797,51.2,233.82,Europe,Rome,Online,Lisa Thomas,7,3,2024,Friday,False,12
TXN_00008720,2024-07-06 00:03:20.865983,CUST_002101,Budget,2023-03-16 00:03:20.865983,Home & Garden,Kitchen Appliance,2,655.45,0.0,0.0,1393.78,North America,New York,Phone Order,Jack Anderson,7,3,2024,Saturday,True,478
TXN_00002479,2024-07-06 00:03:20.865983,CUST_002880,Budget,2023-05-01 00:03:20.865983,Home & Garden,Bedding,3,787.26,0.0,0.0,2573.32,North America,Toronto,Phone Order,Emma Garcia,7,3,2024,Saturday,True,432
TXN_00001927,2024-07-06 00:03:20.865983,CUST_002186,Student,2024-05-02 00:03:20.865983,Clothing,Sneakers,3,56.8,0.0,0.0,182.54,Latin America,Buenos Aires,Online,Amy Lee,7,3,2024,Saturday,True,65
TXN_00009331,2024-07-06 00:03:20.865983,CUST_000584,Standard,2023-07-12 00:03:20.865983,Clothing,Sneakers,1,254.65,0.0,0.0,262.0,North America,New York,Online,Sarah Lee,7,3,2024,Saturday,True,360
TXN_00000750,2024-07-06 00:03:20.865983,CUST_002062,Budget,2024-07-04 00:03:20.865983,Clothing,Jeans,33,91.8,0.0,0.0,3424.77,Europe,Amsterdam,Online,Amy Garcia,7,3,2024,Saturday,True,2
TXN_00000117,2024-07-06 00:03:20.865983,CUST_001157,Standard,2024-05-25 00:03:20.865983,Books,Non-Fiction,35,43.54,0.0,0.0,1581.55,Latin America,Mexico City,Retail Store,Paul Harris,7,3,2024,Saturday,True,42
TXN_00007854,2024-07-06 00:03:20.865983,CUST_001124,Standard,2022-09-16 00:03:20.865983,Sports,Yoga Mat,2,128.87,0.0,0.0,273.05,Europe,Amsterdam,Mobile App,Paul Wilson,7,3,2024,Saturday,True,659
TXN_00003787,2024-07-06 00:03:20.865983,CUST_000317,Standard,2022-08-02 00:03:20.865983,Sports,Outdoor Gear,12,374.07,0.0,0.0,4830.47,Europe,London,Online,Nina Lewis,7,3,2024,Saturday,True,704
TXN_00005718,2024-07-06 00:03:20.865983,CUST_001787,Premium,2023-06-12 00:03:20.865983,Sports,Outdoor Gear,1,442.71,0.0,0.0,478.59,Europe,London,Online,Lisa Lewis,7,3,2024,Saturday,True,390
TXN_00005332,2024-07-06 00:03:20.865983,CUST_000308,Standard,2022-10-25 00:03:20.865983,Books,Biography,2,21.02,0.0,0.0,44.81,Europe,Amsterdam,Retail Store,Sarah Wilson,7,3,2024,Saturday,True,620
TXN_00007723,2024-07-06 00:03:20.865983,CUST_000760,Corporate,2024-01-29 00:03:20.865983,Home & Garden,Decorative Item,1,823.19,0.0,0.0,889.74,Asia Pacific,Mumbai,Online,Anna Wilson,7,3,2024,Saturday,True,159
TXN_00007009,2024-07-06 00:03:20.865983,CUST_000280,Premium,2023-07-05 00:03:20.865983,Clothing,Sneakers,3,154.76,0.0,0.0,484.32,Latin America,São Paulo,Online,Kate White,7,3,2024,Saturday,True,367
TXN_00007558,2024-07-06 00:03:20.865983,CUST_002921,Budget,2022-07-25 00:03:20.865983,Books,Non-Fiction,3,44.73,0.0,0.0,139.65,Asia Pacific,Sydney,Mobile App,Steve Rodriguez,7,3,2024,Saturday,True,712
TXN_00002218,2024-07-06 00:03:20.865983,CUST_002058,Corporate,2024-02-06 00:03:20.865983,Sports,Sports Shoes,3,474.76,0.0,0.0,1480.08,Asia Pacific,Bangkok,Phone Order,Paul Taylor,7,3,2024,Saturday,True,151
TXN_00007231,2024-07-06 00:03:20.865983,CUST_001116,Corporate,2023-04-30 00:03:20.865983,Electronics,Laptop,3,1944.78,0.0,0.0,6477.94,Europe,Rome,Phone Order,Nina Walker,7,3,2024,Saturday,True,433
TXN_00005545,2024-07-06 00:03:20.865983,CUST_001051,Budget,2024-04-20 00:03:20.865983,Home & Garden,Decorative Item,3,514.11,0.2365,397.94,1284.9,Europe,Rome,Mobile App,Lucy Martin,7,3,2024,Saturday,True,77
TXN_00001422,2024-07-06 00:03:20.865983,CUST_000148,Budget,2022-07-09 00:03:20.865983,Electronics,Headphones,1,1215.1,0.0,0.0,1357.09,Asia Pacific,Sydney,Retail Store,Eva Johnson,7,3,2024,Saturday,True,728
TXN_00007047,2024-07-07 00:03:20.865983,CUST_000785,Corporate,2023-09-10 00:03:20.865983,Sports,Exercise Bike,3,276.32,0.0,0.0,901.36,Europe,Madrid,Online,Amy Jackson,7,3,2024,Sunday,True,301
TXN_00003452,2024-07-07 00:03:20.865983,CUST_001454,Corporate,2022-11-01 00:03:20.865983,Sports,Outdoor Gear,2,67.63,0.0,0.0,145.48,Europe,Rome,Online,Jack Brown,7,3,2024,Sunday,True,614
TXN_00005320,2024-07-07 00:03:20.865983,CUST_000486,Corporate,2023-04-16 00:03:20.865983,Home & Garden,Plants,27,160.87,0.0,0.0,4598.79,Asia Pacific,Mumbai,Online,Nina Brown,7,3,2024,Sunday,True,448
TXN_00002229,2024-07-07 00:03:20.865983,CUST_001821,Budget,2024-01-24 00:03:20.865983,Home & Garden,Furniture,2,792.88,0.1421,244.92,1478.87,North America,Toronto,Retail Store,Chris Smith,7,3,2024,Sunday,True,165
TXN_00003205,2024-07-07 00:03:20.865983,CUST_001337,Student,2024-05-29 00:03:20.865983,Clothing,T-Shirt,1,104.54,0.0,0.0,115.39,Europe,Rome,Mobile App,Amy Lewis,7,3,2024,Sunday,True,39
TXN_00006542,2024-07-07 00:03:20.865983,CUST_001366,Standard,2023-03-03 00:03:20.865983,Books,Fiction,2,62.38,0.0,0.0,139.46,Europe,Berlin,Online,Nina Brown,7,3,2024,Sunday,True,492
TXN_00008242,2024-07-07 00:03:20.865983,CUST_001859,Student,2024-06-29 00:03:20.865983,Sports,Exercise Bike,2,84.37,0.0,0.0,187.2,North America,New York,Retail Store,Sarah Wilson,7,3,2024,Sunday,True,8
TXN_00005470,2024-07-07 00:03:20.865983,CUST_002103,Budget,2024-05-11 00:03:20.865983,Home & Garden,Tools,3,86.02,0.0,0.0,271.08,Asia Pacific,Mumbai,Online,Eva Garcia,7,3,2024,Sunday,True,57
TXN_00004626,2024-07-07 00:03:20.865983,CUST_000922,Budget,2023-11-05 00:03:20.865983,Electronics,Camera,14,952.7,0.0,0.0,14131.45,Asia Pacific,Seoul,Online,Kate Johnson,7,3,2024,Sunday,True,245
TXN_00006359,2024-07-07 00:03:20.865983,CUST_000939,Student,2022-11-18 00:03:20.865983,Clothing,Sweater,1,125.06,0.0,0.0,133.3,Europe,London,Retail Store,Nina Lewis,7,3,2024,Sunday,True,597
TXN_00005215,2024-07-07 00:03:20.865983,CUST_000348,Standard,2022-09-08 00:03:20.865983,Books,Children's Book,1,24.59,0.0,0.0,25.5,Latin America,Lima,Online,Kate Garcia,7,3,2024,Sunday,True,668
TXN_00006388,2024-07-07 00:03:20.865983,CUST_001728,Budget,2022-07-28 00:03:20.865983,Books,Biography,2,39.49,0.0,0.0,81.37,Latin America,Buenos Aires,Online,Amy Wilson,7,3,2024,Sunday,True,710
TXN_00000943,2024-07-08 00:03:20.865983,CUST_001331,Corporate,2022-12-19 00:03:20.865983,Sports,Exercise Bike,2,35.92,0.0,0.0,89.6,Latin America,São Paulo,Mobile App,Chris Brown,7,3,2024,Monday,False,567
TXN_00003474,2024-07-08 00:03:20.865983,CUST_000983,Budget,2022-09-04 00:03:20.865983,Books,Self-Help,1,20.45,0.0,0.0,25.47,Europe,Amsterdam,Online,Alex Davis,7,3,2024,Monday,False,673
TXN_00008486,2024-07-08 00:03:20.865983,CUST_001339,Corporate,2023-10-25 00:03:20.865983,Books,Fiction,1,23.9,0.0,0.0,29.31,Asia Pacific,Mumbai,Phone Order,Lucy Brown,7,3,2024,Monday,False,257
TXN_00002378,2024-07-08 00:03:20.865983,CUST_000228,Student,2024-03-27 00:03:20.865983,Books,Non-Fiction,1,79.9,0.0,0.0,91.87,Latin America,Mexico City,Online,Alex Garcia,7,3,2024,Monday,False,103
TXN_00009648,2024-07-08 00:03:20.865983,CUST_001847,Student,2023-09-20 00:03:20.865983,Books,Educational,39,15.13,0.0,0.0,716.83,Asia Pacific,Sydney,Retail Store,Paul Rodriguez,7,3,2024,Monday,False,292
TXN_00006221,2024-07-08 00:03:20.865983,CUST_002284,Student,2022-12-07 00:03:20.865983,Electronics,Laptop,2,1129.23,0.0,0.0,2765.76,Europe,London,Mobile App,Steve Johnson,7,3,2024,Monday,False,579
TXN_00005892,2024-07-08 00:03:20.865983,CUST_002668,Corporate,2022-08-23 00:03:20.865983,Clothing,Sweater,2,184.54,0.0,0.0,446.3,Europe,Paris,Online,Emma Martin,7,3,2024,Monday,False,685
TXN_00000652,2024-07-08 00:03:20.865983,CUST_002588,Student,2022-12-30 00:03:20.865983,Books,Fiction,49,51.14,0.1995,599.62,2406.53,North America,Vancouver,Retail Store,Eva Rodriguez,7,3,2024,Monday,False,556
TXN_00008824,2024-07-08 00:03:20.865983,CUST_001444,Budget,2023-08-19 00:03:20.865983,Home & Garden,Plants,2,249.36,0.0,0.0,571.55,Asia Pacific,Tokyo,Online,John Taylor,7,3,2024,Monday,False,324
TXN_00001901,2024-07-08 00:03:20.865983,CUST_002059,Budget,2022-10-14 00:03:20.865983,Home & Garden,Furniture,2,700.92,0.0,0.0,1706.84,Europe,Madrid,Online,Steve Moore,7,3,2024,Monday,False,633
TXN_00008171,2024-07-08 00:03:20.865983,CUST_000423,Student,2024-06-22 00:03:20.865983,Clothing,Dress,2,244.93,0.0,0.0,592.08,North America,New York,Mobile App,Jane Thomas,7,3,2024,Monday,False,16
TXN_00006977,2024-07-08 00:03:20.865983,CUST_001985,Student,2023-03-06 00:03:20.865983,Home & Garden,Bedding,3,462.63,0.0,0.0,1586.28,Europe,London,Online,Alex Taylor,7,3,2024,Monday,False,490
TXN_00007380,2024-07-09 00:03:20.865983,CUST_001041,Student,2023-01-05 00:03:20.865983,Electronics,Smart Watch,3,1881.27,0.0,0.0,7069.15,Asia Pacific,Seoul,Mobile App,Paul Moore,7,3,2024,Tuesday,False,551
TXN_00002779,2024-07-09 00:03:20.865983,CUST_000990,Premium,2022-10-04 00:03:20.865983,Clothing,Jacket,3,204.06,0.0,0.0,700.21,Europe,Rome,Phone Order,Alex Davis,7,3,2024,Tuesday,False,644
TXN_00005733,2024-07-09 00:03:20.865983,CUST_002331,Budget,2023-03-09 00:03:20.865983,Sports,Yoga Mat,3,388.57,0.0,0.0,1393.34,North America,Los Angeles,Mobile App,Alex White,7,3,2024,Tuesday,False,488
TXN_00003183,2024-07-09 00:03:20.865983,CUST_001312,Premium,2023-08-25 00:03:20.865983,Electronics,Tablet,15,1028.83,0.0,0.0,18364.58,North America,Toronto,Phone Order,Mark Smith,7,3,2024,Tuesday,False,319
TXN_00003537,2024-07-09 00:03:20.865983,CUST_001738,Premium,2022-09-12 00:03:20.865983,Electronics,Camera,2,1337.68,0.0,0.0,3207.92,Latin America,Mexico City,Phone Order,Paul Allen,7,3,2024,Tuesday,False,666
TXN_00004302,2024-07-09 00:03:20.865983,CUST_001087,Budget,2023-09-08 00:03:20.865983,Clothing,T-Shirt,1,205.04,0.0,0.0,257.86,Europe,Amsterdam,Online,Nina Lewis,7,3,2024,Tuesday,False,305
TXN_00001192,2024-07-09 00:03:20.865983,CUST_001932,Standard,2022-11-25 00:03:20.865983,Electronics,Laptop,2,1624.09,0.0,0.0,3979.43,Europe,Paris,Online,Anna Davis,7,3,2024,Tuesday,False,592
TXN_00008658,2024-07-09 00:03:20.865983,CUST_001268,Premium,2024-04-07 00:03:20.865983,Sports,Team Jersey,1,387.91,0.2475,115.69,351.76,North America,Toronto,Online,Emma Taylor,7,3,2024,Tuesday,False,93
TXN_00007799,2024-07-09 00:03:20.865983,CUST_002083,Budget,2024-01-09 00:03:20.865983,Electronics,Camera,1,808.54,0.0,0.0,964.22,Europe,Rome,Online,Lisa Johnson,7,3,2024,Tuesday,False,182
TXN_00001553,2024-07-09 00:03:20.865983,CUST_001879,Standard,2023-01-19 00:03:20.865983,Home & Garden,Kitchen Appliance,2,949.89,0.0,0.0,2344.04,North America,Chicago,Retail Store,Alex Moore,7,3,2024,Tuesday,False,537
TXN_00003985,2024-07-09 00:03:20.865983,CUST_002995,Standard,2022-10-04 00:03:20.865983,Sports,Yoga Mat,1,343.9,0.0,0.0,398.66,Europe,Rome,Online,Sarah Thomas,7,3,2024,Tuesday,False,644
TXN_00003550,2024-07-09 00:03:20.865983,CUST_002966,Corporate,2022-11-21 00:03:20.865983,Sports,Team Jersey,1,51.91,0.0,0.0,64.1,North America,Vancouver,Online,Chris Lewis,7,3,2024,Tuesday,False,596
TXN_00009412,2024-07-10 00:03:20.865983,CUST_001467,Student,2022-11-14 00:03:20.865983,Books,Fiction,2,49.04,0.0,0.0,118.05,North America,New York,Partner Store,Anna Allen,7,3,2024,Wednesday,False,604
TXN_00003852,2024-07-10 00:03:20.865983,CUST_002172,Corporate,2024-05-03 00:03:20.865983,Electronics,Headphones,1,1538.76,0.0,0.0,1804.37,Asia Pacific,Bangkok,Mobile App,Jane Garcia,7,3,2024,Wednesday,False,68
TXN_00005039,2024-07-10 00:03:20.865983,CUST_002188,Standard,2023-06-18 00:03:20.865983,Home & Garden,Decorative Item,2,304.15,0.2052,143.21,554.77,Latin America,Mexico City,Retail Store,Steve Walker,7,3,2024,Wednesday,False,388
TXN_00008144,2024-07-10 00:03:20.865983,CUST_001123,Budget,2023-07-04 00:03:20.865983,Sports,Team Jersey,1,361.43,0.0,0.0,417.97,North America,Chicago,Retail Store,Chris White,7,3,2024,Wednesday,False,372
TXN_00000328,2024-07-10 00:03:20.865983,CUST_002415,Premium,2023-08-12 00:03:20.865983,Clothing,Dress,2,174.13,0.0,0.0,421.45,Latin America,Santiago,Online,Jack Smith,7,3,2024,Wednesday,False,333
TXN_00002179,2024-07-10 00:03:20.865983,CUST_002536,Standard,2023-05-03 00:03:20.865983,Clothing,Jacket,3,276.29,0.0,0.0,1040.69,Asia Pacific,Tokyo,Mobile App,Steve Wilson,7,3,2024,Wednesday,False,434
TXN_00004443,2024-07-10 00:03:20.865983,CUST_001005,Standard,2024-03-13 00:03:20.865983,Clothing,Dress,1,170.67,0.0,0.0,206.97,Europe,Amsterdam,Retail Store,Tom Moore,7,3,2024,Wednesday,False,119
TXN_00002245,2024-07-10 00:03:20.865983,CUST_000464,Budget,2023-07-09 00:03:20.865983,Sports,Outdoor Gear,26,486.7,0.0,0.0,15171.21,North America,Chicago,Retail Store,Jack Taylor,7,3,2024,Wednesday,False,367
TXN_00001682,2024-07-10 00:03:20.865983,CUST_000319,Premium,2024-02-13 00:03:20.865983,Sports,Fitness Equipment,1,292.97,0.0,0.0,356.04,Latin America,São Paulo,Online,Lucy Rodriguez,7,3,2024,Wednesday,False,148
TXN_00003754,2024-07-10 00:03:20.865983,CUST_002399,Premium,2023-05-09 00:03:20.865983,Books,Biography,2,65.13,0.0,0.0,148.55,Asia Pacific,Bangkok,Online,Jack Lewis,7,3,2024,Wednesday,False,428
TXN_00006394,2024-07-10 00:03:20.865983,CUST_001160,Corporate,2023-02-07 00:03:20.865983,Sports,Sports Shoes,2,341.63,0.0,0.0,860.58,Latin America,São Paulo,Online,Chris Jackson,7,3,2024,Wednesday,False,519
TXN_00003394,2024-07-11 00:03:20.865983,CUST_002839,Corporate,2023-11-19 00:03:20.865983,Home & Garden,Tools,1,467.47,0.0,0.0,550.76,Latin America,Buenos Aires,Mobile App,Amy Garcia,7,3,2024,Thursday,False,235
TXN_00002656,2024-07-11 00:03:20.865983,CUST_001051,Standard,2023-09-09 00:03:20.865983,Books,Self-Help,2,29.14,0.0,0.0,71.65,Asia Pacific,Singapore,Mobile App,Eva Thomas,7,3,2024,Thursday,False,306
TXN_00005792,2024-07-11 00:03:20.865983,CUST_002206,Student,2023-07-01 00:03:20.865983,Clothing,Sneakers,1,90.33,0.0,0.0,105.83,Latin America,Lima,Online,Mike Thomas,7,3,2024,Thursday,False,376
TXN_00000744,2024-07-11 00:03:20.865983,CUST_001381,Standard,2024-03-13 00:03:20.865983,Electronics,Smart Watch,1,1826.13,0.0,0.0,2268.12,Latin America,Lima,Mobile App,Chris Rodriguez,7,3,2024,Thursday,False,120
TXN_00003362,2024-07-11 00:03:20.865983,CUST_000865,Student,2023-01-24 00:03:20.865983,Home & Garden,Kitchen Appliance,1,906.22,0.0,0.0,1089.22,Europe,Paris,Online,Alex Brown,7,3,2024,Thursday,False,534
TXN_00006233,2024-07-11 00:03:20.865983,CUST_001433,Standard,2023-06-12 00:03:20.865983,Clothing,Sweater,2,199.26,0.0,0.0,481.15,Europe,Rome,Online,Kate Rodriguez,7,3,2024,Thursday,False,395
TXN_00007452,2024-07-11 00:03:20.865983,CUST_000345,Student,2022-11-26 00:03:20.865983,Clothing,Jacket,2,95.69,0.071,16.42,214.96,Asia Pacific,Tokyo,Retail Store,Tom Lewis,7,3,2024,Thursday,False,593
TXN_00004180,2024-07-11 00:03:20.865983,CUST_000952,Standard,2024-04-05 00:03:20.865983,Clothing,Jeans,2,104.74,0.0,0.0,240.6,Latin America,Mexico City,Mobile App,Jack Davis,7,3,2024,Thursday,False,97
TXN_00008832,2024-07-11 00:03:20.865983,CUST_002251,Student,2024-03-27 00:03:20.865983,Clothing,Sweater,3,292.93,0.0,0.0,1094.98,Europe,Madrid,Online,John Martin,7,3,2024,Thursday,False,106
TXN_00009599,2024-07-11 00:03:20.865983,CUST_002543,Corporate,2023-01-09 00:03:20.865983,Books,Self-Help,2,63.96,0.2031,30.84,120.97,Asia Pacific,Bangkok,Online,Nina Martin,7,3,2024,Thursday,False,549
TXN_00009330,2024-07-11 00:03:20.865983,CUST_001402,Budget,2023-06-03 00:03:20.865983,Electronics,Camera,2,1278.28,0.0,0.0,2991.77,Latin America,Lima,Retail Store,Mark White,7,3,2024,Thursday,False,404
TXN_00006156,2024-07-11 00:03:20.865983,CUST_000411,Corporate,2022-08-25 00:03:20.865983,Sports,Yoga Mat,2,447.74,0.2292,242.94,816.95,North America,Toronto,Online,Amy Garcia,7,3,2024,Thursday,False,686
TXN_00005020,2024-07-11 00:03:20.865983,CUST_001924,Student,2022-07-23 00:03:20.865983,Books,Educational,1,25.41,0.0,0.0,31.29,Europe,London,Online,Tom Thomas,7,3,2024,Thursday,False,719
TXN_00006891,2024-07-11 00:03:20.865983,CUST_000711,Premium,2023-04-14 00:03:20.865983,Home & Garden,Bedding,3,102.04,0.056,19.59,330.42,Europe,London,Mobile App,Mark Garcia,7,3,2024,Thursday,False,454
TXN_00008142,2024-07-11 00:03:20.865983,CUST_002155,Student,2024-06-03 00:03:20.865983,Electronics,Smartphone,2,1269.8,0.0,0.0,3076.04,Asia Pacific,Bangkok,Partner Store,Mike Walker,7,3,2024,Thursday,False,38
TXN_00001831,2024-07-11 00:03:20.865983,CUST_000033,Corporate,2024-05-29 00:03:20.865983,Home & Garden,Bedding,1,838.73,0.0,0.0,997.26,Asia Pacific,Tokyo,Phone Order,Paul Harris,7,3,2024,Thursday,False,43
TXN_00002776,2024-07-12 00:03:20.865983,CUST_000023,Premium,2023-07-02 00:03:20.865983,Home & Garden,Furniture,3,234.58,0.0,0.0,803.14,Europe,Berlin,Online,Jane Taylor,7,3,2024,Friday,False,376
TXN_00002177,2024-07-12 00:03:20.865983,CUST_001829,Premium,2024-05-26 00:03:20.865983,Clothing,Jeans,2,43.4,0.1223,12.71,91.21,North America,Los Angeles,Retail Store,Nina Lewis,7,3,2024,Friday,False,47
TXN_00002610,2024-07-12 00:03:20.865983,CUST_002113,Student,2022-11-15 00:03:20.865983,Electronics,Tablet,2,748.89,0.0,0.0,1714.64,North America,Toronto,Online,Sarah Thomas,7,3,2024,Friday,False,605
TXN_00006458,2024-07-12 00:03:20.865983,CUST_001638,Premium,2024-04-25 00:03:20.865983,Books,Educational,2,72.86,0.0,0.0,169.39,Asia Pacific,Seoul,Online,Jane Walker,7,3,2024,Friday,False,78
TXN_00003763,2024-07-12 00:03:20.865983,CUST_002676,Student,2022-08-02 00:03:20.865983,Home & Garden,Bedding,3,131.35,0.0,0.0,461.52,Europe,Amsterdam,Retail Store,Anna Allen,7,3,2024,Friday,False,710
TXN_00008514,2024-07-12 00:03:20.865983,CUST_002648,Budget,2023-05-02 00:03:20.865983,Clothing,Dress,2,294.49,0.0,0.0,714.74,North America,Toronto,Mobile App,Jack Lewis,7,3,2024,Friday,False,437
TXN_00004854,2024-07-12 00:03:20.865983,CUST_001770,Budget,2024-01-10 00:03:20.865983,Home & Garden,Plants,22,141.51,0.0,0.0,3649.27,North America,Toronto,Phone Order,Amy Jackson,7,3,2024,Friday,False,184
TXN_00002834,2024-07-12 00:03:20.865983,CUST_001688,Budget,2023-11-05 00:03:20.865983,Sports,Sports Shoes,1,164.88,0.2201,41.73,147.88,Latin America,Mexico City,Retail Store,Emma Thomas,7,3,2024,Friday,False,250
